step,norm_score
5000,22.504
10000,15.026
15000,21.659
20000,21.928
25000,23.719
30000,25.021
35000,47.136
40000,47.512
45000,37.869
50000,43.699
55000,45.693
60000,50.849
65000,19.717
70000,51.849
75000,3.364
80000,3.562
85000,3.419
90000,23.128
95000,3.409
100000,3.317
105000,52.794
110000,55.223
115000,67.27
120000,48.063
125000,45.149
130000,41.694
135000,42.839
140000,46.244
145000,43.509
150000,36.306
155000,33.388
160000,43.871
165000,48.668
170000,45.76
175000,48.239
180000,60.008
185000,43.516
190000,57.181
195000,5.8
200000,4.016
205000,5.106
210000,3.955
215000,52.942
220000,64.034
225000,50.685
230000,45.587
235000,51.084
240000,47.953
245000,55.261
250000,50.993
255000,53.394
260000,73.161
265000,44.369
270000,56.15
275000,54.828
280000,69.254
285000,40.881
290000,47.96
295000,47.9
300000,57.076
305000,47.95
310000,45.791
315000,51.434
320000,61.803
325000,56.627
330000,69.753
335000,56.347
340000,49.709
345000,52.621
350000,54.5
355000,78.748
360000,57.418
365000,48.72
370000,69.971
375000,57.038
380000,59.06
385000,49.358
390000,56.085
395000,45.522
400000,52.902
405000,63.457
410000,56.282
415000,50.929
420000,46.525
425000,61.524
430000,48.866
435000,58.142
440000,54.118
445000,60.541
450000,51.728
455000,47.643
460000,51.824
465000,57.396
470000,57.284
475000,54.837
480000,48.162
485000,68.768
490000,41.786
495000,62.657
500000,65.904
505000,57.281
510000,57.075
515000,62.367
520000,59.738
525000,69.196
530000,33.784
535000,59.082
540000,44.191
545000,48.688
550000,74.918
555000,63.004
560000,63.369
565000,49.97
570000,44.404
575000,62.058
580000,43.269
585000,56.765
590000,59.809
595000,51.117
600000,53.211
605000,48.656
610000,45.785
615000,63.056
620000,60.409
625000,54.516
630000,56.324
635000,54.728
640000,60.099
645000,69.971
650000,50.083
655000,57.913
660000,48.099
665000,62.288
670000,66.37
675000,63.44
680000,57.246
685000,66.173
690000,58.955
695000,67.678
700000,57.765
705000,60.889
710000,55.239
715000,56.083
720000,51.262
725000,46.848
730000,46.957
735000,65.183
740000,43.508
745000,55.829
750000,55.484
755000,63.393
760000,55.573
765000,59.645
770000,58.748
775000,44.93
780000,57.524
785000,40.838
790000,64.247
795000,46.031
800000,57.385
805000,60.739
810000,54.29
815000,46.616
820000,53.424
825000,44.447
830000,52.81
835000,60.409
840000,56.315
845000,62.96
850000,58.16
855000,51.34
860000,54.704
865000,68.441
870000,44.615
875000,52.721
880000,53.091
885000,46.839
890000,53.576
895000,63.537
900000,57.155
905000,64.61
910000,51.845
915000,43.918
920000,60.438
925000,56.104
930000,52.489
935000,58.839
940000,56.881
945000,50.92
950000,58.345
955000,55.604
960000,59.533
965000,54.882
970000,61.801
975000,57.509
980000,46.509
985000,56.015
990000,54.902
995000,50.34
1000000,47.448
