step,norm_score
5000,1.913
10000,41.554
15000,43.767
20000,26.243
25000,32.706
30000,17.438
35000,42.872
40000,33.836
45000,47.422
50000,29.689
55000,39.509
60000,31.66
65000,34.69
70000,36.421
75000,31.394
80000,35.472
85000,45.385
90000,34.705
95000,20.906
100000,50.187
105000,46.798
110000,37.149
115000,42.464
120000,54.141
125000,55.191
130000,3.353
135000,44.339
140000,49.345
145000,41.121
150000,21.652
155000,44.831
160000,55.575
165000,50.866
170000,50.91
175000,49.519
180000,53.169
185000,37.688
190000,54.507
195000,21.252
200000,43.803
205000,44.941
210000,54.262
215000,52.089
220000,57.375
225000,41.225
230000,45.19
235000,47.813
240000,48.816
245000,45.547
250000,47.355
255000,55.309
260000,50.086
265000,51.305
270000,47.189
275000,47.197
280000,54.251
285000,44.941
290000,53.064
295000,49.575
300000,53.309
305000,49.73
310000,48.224
315000,41.371
320000,49.426
325000,66.405
330000,53.235
335000,53.027
340000,43.92
345000,55.829
350000,57.609
355000,52.499
360000,59.131
365000,49.862
370000,55.831
375000,44.938
380000,44.955
385000,49.733
390000,53.983
395000,59.942
400000,49.384
405000,56.309
410000,50.443
415000,49.285
420000,54.644
425000,46.514
430000,58.172
435000,42.0
440000,50.226
445000,51.466
450000,49.401
455000,64.713
460000,61.939
465000,57.687
470000,60.545
475000,45.445
480000,59.299
485000,52.286
490000,62.98
495000,60.542
500000,68.838
505000,60.924
510000,60.861
515000,54.642
520000,58.649
525000,62.841
530000,57.913
535000,63.639
540000,55.347
545000,64.66
550000,63.686
555000,53.528
560000,54.725
565000,56.899
570000,55.134
575000,56.541
580000,56.968
585000,57.999
590000,62.188
595000,63.558
600000,68.301
605000,61.901
610000,75.034
615000,57.149
620000,54.606
625000,53.094
630000,60.023
635000,56.889
640000,53.651
645000,56.142
650000,67.5
655000,70.067
660000,61.534
665000,64.529
670000,59.899
675000,57.764
680000,55.162
685000,65.464
690000,50.111
695000,64.972
700000,51.354
705000,69.693
710000,68.943
715000,65.923
720000,66.915
725000,64.233
730000,50.309
735000,54.014
740000,47.777
745000,57.387
750000,49.511
755000,69.08
760000,57.884
765000,55.469
770000,53.012
775000,61.491
780000,66.11
785000,61.195
790000,55.095
795000,62.06
800000,44.381
805000,68.589
810000,67.536
815000,59.401
820000,55.441
825000,68.292
830000,60.508
835000,52.496
840000,52.688
845000,59.669
850000,60.507
855000,54.135
860000,60.94
865000,49.101
870000,51.76
875000,52.458
880000,56.125
885000,58.122
890000,63.782
895000,56.808
900000,53.998
905000,45.774
910000,56.778
915000,51.276
920000,65.809
925000,70.606
930000,65.906
935000,50.292
940000,62.059
945000,59.906
950000,57.955
955000,48.341
960000,46.584
965000,62.189
970000,57.363
975000,62.325
980000,56.353
985000,43.586
990000,58.186
995000,63.253
1000000,73.356
