step,norm_score
5000,3.288
10000,49.902
15000,42.247
20000,59.514
25000,69.334
30000,26.851
35000,61.245
40000,66.045
45000,57.145
50000,56.718
55000,45.91
60000,62.596
65000,61.572
70000,63.324
75000,60.861
80000,51.321
85000,74.953
90000,53.665
95000,52.012
100000,58.994
105000,68.282
110000,51.319
115000,64.277
120000,61.012
125000,59.665
130000,55.439
135000,56.244
140000,59.154
145000,63.6
150000,59.423
155000,65.866
160000,54.813
165000,54.305
170000,65.913
175000,48.839
180000,63.055
185000,58.012
190000,49.612
195000,59.659
200000,57.236
205000,52.05
210000,60.289
215000,47.548
220000,51.015
225000,42.821
230000,56.039
235000,51.554
240000,55.623
245000,65.261
250000,56.687
255000,67.515
260000,56.995
265000,64.225
270000,57.904
275000,57.043
280000,65.614
285000,56.041
290000,54.706
295000,62.042
300000,58.221
305000,53.921
310000,55.988
315000,65.066
320000,62.226
325000,41.363
330000,54.653
335000,68.05
340000,54.381
345000,59.651
350000,60.569
355000,68.53
360000,65.795
365000,52.711
370000,56.021
375000,55.003
380000,53.191
385000,60.189
390000,58.847
395000,52.266
400000,58.695
405000,55.922
410000,55.598
415000,64.062
420000,62.117
425000,60.44
430000,50.706
435000,49.2
440000,55.717
445000,53.703
450000,52.221
455000,60.013
460000,54.202
465000,53.673
470000,65.756
475000,57.534
480000,49.411
485000,53.497
490000,56.77
495000,52.288
500000,55.032
505000,63.588
510000,61.455
515000,57.485
520000,63.781
525000,44.661
530000,60.446
535000,53.786
540000,61.099
545000,57.128
550000,59.801
555000,60.221
560000,59.47
565000,60.315
570000,51.796
575000,58.914
580000,60.916
585000,51.215
590000,60.804
595000,58.215
600000,53.533
605000,63.692
610000,49.474
615000,60.886
620000,53.058
625000,52.982
630000,55.413
635000,58.337
640000,53.591
645000,48.569
650000,53.76
655000,58.455
660000,56.707
665000,51.683
670000,57.909
675000,46.035
680000,55.77
685000,53.921
690000,60.838
695000,58.092
700000,57.761
705000,60.805
710000,56.609
715000,64.71
720000,64.439
725000,54.626
730000,49.477
735000,57.32
740000,64.263
745000,49.794
750000,55.268
755000,52.705
760000,56.803
765000,57.387
770000,54.683
775000,58.546
780000,50.938
785000,56.411
790000,56.514
795000,58.253
800000,57.138
805000,61.424
810000,52.191
815000,56.009
820000,61.961
825000,52.026
830000,57.505
835000,57.574
840000,59.726
845000,58.717
850000,53.684
855000,58.553
860000,57.05
865000,59.228
870000,54.127
875000,53.683
880000,61.972
885000,62.507
890000,49.647
895000,53.435
900000,60.042
905000,59.975
910000,54.982
915000,66.194
920000,51.908
925000,54.989
930000,58.742
935000,56.7
940000,57.776
945000,52.001
950000,60.28
955000,51.906
960000,52.867
965000,59.865
970000,56.199
975000,55.369
980000,58.062
985000,55.322
990000,58.887
995000,61.721
1000000,59.465
