step,norm_score
5000,50.725
10000,53.455
15000,55.434
20000,49.941
25000,40.785
30000,62.119
35000,56.145
40000,42.571
45000,44.494
50000,49.233
55000,51.51
60000,54.091
65000,49.317
70000,59.528
75000,48.731
80000,44.613
85000,57.923
90000,45.939
95000,52.778
100000,50.885
105000,43.009
110000,55.014
115000,66.157
120000,61.352
125000,61.017
130000,52.971
135000,48.532
140000,53.658
145000,48.593
150000,52.742
155000,52.524
160000,50.621
165000,51.659
170000,57.188
175000,58.493
180000,65.474
185000,49.509
190000,67.108
195000,51.754
200000,48.691
205000,52.275
210000,50.423
215000,51.157
220000,56.385
225000,49.414
230000,58.048
235000,52.799
240000,55.897
245000,49.672
250000,56.368
255000,53.888
260000,52.177
265000,56.767
270000,56.576
275000,48.829
280000,55.025
285000,43.715
290000,53.631
295000,56.134
300000,50.172
305000,52.48
310000,57.676
315000,57.625
320000,52.294
325000,57.073
330000,52.626
335000,55.597
340000,45.354
345000,64.102
350000,58.062
355000,58.995
360000,63.663
365000,53.577
370000,51.233
375000,55.325
380000,59.922
385000,65.375
390000,56.318
395000,60.906
400000,63.88
405000,55.955
410000,57.738
415000,50.449
420000,59.569
425000,48.663
430000,51.687
435000,54.044
440000,47.503
445000,53.301
450000,58.737
455000,58.69
460000,57.446
465000,67.556
470000,55.096
475000,50.323
480000,46.871
485000,57.503
490000,60.046
495000,57.199
500000,60.206
505000,61.937
510000,64.808
515000,55.215
520000,60.682
525000,55.022
530000,70.076
535000,59.16
540000,60.839
545000,59.261
550000,53.444
555000,51.867
560000,59.431
565000,57.112
570000,54.623
575000,63.325
580000,60.135
585000,53.432
590000,54.905
595000,55.348
600000,55.524
605000,61.852
610000,60.366
615000,46.326
620000,54.193
625000,58.534
630000,56.124
635000,55.458
640000,52.211
645000,60.29
650000,59.89
655000,62.944
660000,60.024
665000,57.912
670000,60.642
675000,55.722
680000,56.271
685000,55.987
690000,62.06
695000,58.125
700000,59.115
705000,67.092
710000,57.2
715000,64.744
720000,64.597
725000,48.864
730000,62.421
735000,60.458
740000,54.69
745000,64.027
750000,53.025
755000,60.989
760000,58.785
765000,54.006
770000,60.035
775000,59.0
780000,62.635
785000,55.885
790000,52.313
795000,66.054
800000,44.249
805000,56.455
810000,65.52
815000,56.456
820000,56.35
825000,52.904
830000,57.042
835000,59.775
840000,54.918
845000,53.002
850000,64.708
855000,64.083
860000,58.025
865000,53.504
870000,63.36
875000,58.714
880000,59.856
885000,62.876
890000,55.801
895000,68.291
900000,51.827
905000,55.74
910000,58.8
915000,65.066
920000,56.678
925000,55.638
930000,55.347
935000,55.677
940000,54.764
945000,56.157
950000,65.107
955000,58.923
960000,54.166
965000,64.565
970000,63.992
975000,60.803
980000,58.522
985000,51.552
990000,55.564
995000,58.705
1000000,62.051
