step,norm_score
5000,51.724
10000,64.178
15000,54.064
20000,56.692
25000,45.459
30000,54.514
35000,55.886
40000,60.352
45000,51.247
50000,51.458
55000,51.883
60000,47.906
65000,40.222
70000,47.748
75000,57.507
80000,52.26
85000,57.259
90000,58.516
95000,45.591
100000,54.681
105000,60.625
110000,46.933
115000,55.834
120000,54.155
125000,44.538
130000,65.043
135000,54.914
140000,42.222
145000,51.142
150000,49.473
155000,43.397
160000,54.448
165000,50.991
170000,59.12
175000,54.555
180000,56.812
185000,53.275
190000,48.345
195000,44.232
200000,58.917
205000,54.628
210000,55.66
215000,50.017
220000,48.017
225000,59.988
230000,57.891
235000,66.148
240000,49.739
245000,47.503
250000,56.778
255000,59.259
260000,59.094
265000,58.859
270000,61.039
275000,53.031
280000,50.331
285000,55.066
290000,55.42
295000,53.82
300000,47.602
305000,52.327
310000,42.086
315000,57.635
320000,66.22
325000,54.599
330000,57.136
335000,57.664
340000,58.708
345000,67.467
350000,59.763
355000,51.302
360000,47.584
365000,61.309
370000,53.451
375000,59.487
380000,62.417
385000,47.434
390000,57.619
395000,60.935
400000,62.13
405000,54.381
410000,57.042
415000,63.988
420000,54.279
425000,51.651
430000,57.868
435000,60.626
440000,58.085
445000,58.437
450000,62.855
455000,53.986
460000,53.245
465000,61.879
470000,56.738
475000,53.071
480000,49.983
485000,59.08
490000,55.173
495000,59.207
500000,56.126
505000,63.123
510000,56.209
515000,55.162
520000,52.699
525000,60.707
530000,51.558
535000,67.299
540000,62.155
545000,57.621
550000,62.105
555000,57.294
560000,56.633
565000,55.63
570000,55.428
575000,58.66
580000,61.563
585000,50.134
590000,55.807
595000,58.463
600000,59.147
605000,56.294
610000,50.547
615000,49.534
620000,54.085
625000,47.996
630000,59.12
635000,55.179
640000,56.253
645000,67.533
650000,51.643
655000,65.76
660000,57.773
665000,53.951
670000,60.825
675000,56.159
680000,62.005
685000,63.931
690000,62.476
695000,65.186
700000,52.088
705000,61.307
710000,57.914
715000,56.508
720000,55.45
725000,55.211
730000,61.671
735000,61.174
740000,63.253
745000,61.742
750000,58.8
755000,52.891
760000,67.809
765000,59.119
770000,60.681
775000,56.695
780000,54.819
785000,61.0
790000,58.3
795000,51.08
800000,56.633
805000,55.71
810000,60.681
815000,59.476
820000,52.156
825000,58.535
830000,52.462
835000,58.78
840000,63.827
845000,59.112
850000,62.887
855000,57.824
860000,59.403
865000,54.838
870000,58.72
875000,63.55
880000,58.579
885000,58.812
890000,55.913
895000,58.031
900000,56.433
905000,67.166
910000,59.885
915000,64.558
920000,59.519
925000,58.401
930000,67.626
935000,59.248
940000,57.226
945000,54.845
950000,58.941
955000,58.977
960000,53.661
965000,55.658
970000,60.107
975000,59.944
980000,62.195
985000,67.184
990000,57.361
995000,63.802
1000000,65.766
