step,raw_reward,norm_score,norm_std
5000,448.0527332087614,14.389756758185204,0.14057450725556392
10000,1111.3532154288598,34.77032968941397,2.39984118979243
15000,765.4510589788584,24.142138823333298,0.35410824607574043
20000,755.9237094113374,23.849401447276726,1.8793602906981859
25000,954.3672789327169,29.946779256843605,4.3757496817935255
30000,1745.2577423979587,54.2476823970257,4.257375209462529
35000,1835.5067973338319,57.020675173902205,6.387868685644225
40000,1270.7289911789826,39.667310331241275,7.675374339974982
45000,1468.3107861630588,45.738209253367884,4.3007423715883215
50000,1648.5665208309274,51.2767475857608,6.821925669098937
55000,979.3751409947106,30.715170913823368,2.811192854477593
60000,1506.3600725339722,46.907311759170526,5.732306750180182
65000,1350.0784075637666,42.10540077596361,4.15188986167366
70000,1324.0020633940521,41.304178934013635,10.545638016554076
75000,1399.4269772185721,43.62168509937505,3.1388451640458266
80000,1924.2400338125983,59.747092907576324,19.68243004231554
85000,2308.3931180234913,71.5505819135117,22.18842285713448
90000,2243.7751737403078,69.56513073198745,15.433350600383383
95000,1621.9343227822872,50.45844657558736,16.629291659274013
100000,2543.4773916644194,78.77378212571065,25.721073576595405
105000,2548.868277898556,78.93942251495177,17.75290266099015
110000,2860.5540637420727,88.51628105838235,17.254093151372903
115000,3234.310517707852,100.00032316712814,1.0207180176953377
120000,3214.214001110832,99.38283752804294,0.47631520210523937
125000,2260.123237533159,70.06744139713189,32.7447479774105
130000,3199.4003480429064,98.92767317218679,0.5257883248681927
135000,3275.65130132659,101.27056022885286,1.0143179474488564
140000,3248.934133945702,100.44964845068027,0.5543045780366789
145000,3200.3293584553003,98.9562179493597,0.5818325741843732
150000,3233.1455511732065,99.9645284013196,0.541614692783922
155000,3167.043782598338,97.93348522943134,5.42150425935825
160000,3248.179250940406,100.42645391282545,0.5475207582531033
165000,3205.5583292642104,99.11688332468037,0.8346500694643063
170000,3242.435848847251,100.24998212006999,0.56569649226095
175000,3262.8342120722345,100.87674229969932,0.3844570495353476
180000,3251.041324476678,100.51439399428789,0.6646491297001009
185000,3246.181892512283,100.3650830707933,0.6355158558338658
190000,3285.6747930340425,101.57854207003223,0.3723493549663364
195000,3242.9089565046966,100.26451882760357,0.6190038995534152
200000,3206.04743719379,99.1319116566313,0.7397917241135716
205000,3223.2850310478575,99.66155402554061,0.918361591411001
210000,3228.944588064179,99.83544959417267,0.8082306009486002
215000,3268.3849263232414,101.04729356514454,0.7861559122905527
220000,2637.8759162087417,81.67427152025562,31.264076713889732
225000,3069.926407573298,94.94945642552862,12.31994426283658
230000,3214.2203703480313,99.38303322924733,1.0314824491141767
235000,3242.8020537461225,100.26123413307059,0.7068230399141454
240000,3270.898381546915,101.12452199911763,0.4536211361324863
245000,3201.02442436705,98.9775745469895,0.7332928273476257
250000,3242.1577788459226,100.2414381402389,0.4562603866573668
255000,3082.1410848722867,95.3247646428395,12.303678748898697
260000,3227.0298160414964,99.7766163023223,0.7168467776231109
265000,3244.3789731906772,100.30968656542652,0.5531783135769708
270000,3185.8744321004365,98.51207583174083,0.6370558842790672
275000,3106.2688941887704,96.06611579608985,9.866015054921355
280000,3256.9754988283867,100.69672745612533,0.9082536258890819
285000,3223.116945898056,99.6563894406413,0.7075658056552053
290000,3278.7168190498355,101.3647513371142,0.6114593353741026
295000,3236.361690167459,100.06334749927946,0.7234150448189578
300000,3187.1624196948737,98.55165054306187,4.809807426747699
305000,3231.6928387076314,99.9198923530332,0.5337630157756202
310000,3230.4387086419797,99.88135794825979,0.4525241176662557
315000,3255.493779671872,100.65120014815193,0.5654495532089122
320000,3233.2819379863845,99.9687190230172,0.4454681901154235
325000,3216.5909158732384,99.45587061932669,1.0837237047588566
330000,3257.621435140519,100.71657449750587,0.4931693033715642
335000,3215.5044680690835,99.42248842030514,0.833512205423943
340000,3112.823470536113,96.26751173180993,10.009353886222982
345000,3122.380566128978,96.56116308434505,11.364544411274894
350000,3225.8189376698238,99.73941084924903,0.7722263313612862
355000,3225.9060607398737,99.74208779300338,0.7769097471284164
360000,3255.788610699725,100.66025912734253,0.8875264432315567
365000,3232.5505243582047,99.94624560532553,1.1764999028170398
370000,3246.5964555216433,100.3778209352655,0.48292521662060583
375000,3234.066732515966,99.99283262247161,0.5367200146021236
380000,3273.8432181993408,101.21500506037584,0.45378546839675443
385000,3240.9582041879084,100.20458000511094,0.4549205326487451
390000,3218.081332679531,99.50166517131751,0.3881074360501349
395000,3245.5053148119428,100.3442945420118,0.5403998324929791
400000,3145.1695951678776,97.26137887011478,7.183103180984972
405000,3214.4644018296776,99.39053134140393,0.6552926363673857
410000,3215.2781527759093,99.41553465581737,0.6075043507241684
415000,3118.2992638773567,96.43576097712037,12.488372293386545
420000,3230.642779651781,99.88762823481905,0.8794611508345639
425000,3199.777237361738,98.93925347471233,0.7181714518063156
430000,3276.2028197148834,101.28750618477603,0.4748489387580498
435000,3228.8809504631568,99.83349426502161,0.5244409372702291
440000,2798.9291776101236,86.62279459205696,17.404091432049526
445000,3119.25496724425,96.46512592210637,9.504644863326549
450000,3246.145984004269,100.3639797458508,0.5799875402557964
455000,3243.8182012979696,100.29245628629442,0.5441616757562069
460000,3248.757411178429,100.44421846631637,0.7998711504146594
465000,3193.050742584399,98.73257517271223,0.9304441115537141
470000,3213.309281528236,99.35503911099116,0.7724128465031639
475000,3241.7055374464635,100.22754256942106,0.5746592711720714
480000,3195.99698708892,98.82310149163887,0.8762530152760484
485000,3230.25449459111,99.87569778668998,0.6162738909515348
490000,3101.816993594423,95.92932668289336,12.52718728221079
495000,3244.2654651164703,100.30619891594233,0.719250683038601
500000,3202.8653947698067,99.03414021000852,0.6650880085686305
505000,3254.0055349710497,100.60547233628137,0.33171229795467266
510000,3234.8857707380175,100.0179983937403,0.7496300743038865
515000,3228.582685990836,99.8243297898043,0.7170490241713545
520000,3213.4813390213576,99.36032575012518,0.4628565362445618
525000,3233.252764053907,99.96782262466608,0.3958573676520075
530000,3238.880212452367,100.14073162379371,0.6186445559689686
535000,3246.7844910136287,100.38359851444838,0.5686452076402913
540000,3209.242215117993,99.2300744142783,0.5658542539801454
