step,norm_score
5000,60.375
10000,58.63
15000,55.821
20000,58.43
25000,62.113
30000,54.577
35000,54.511
40000,53.042
45000,51.118
50000,62.937
55000,59.433
60000,65.553
65000,60.085
70000,60.982
75000,58.522
80000,52.909
85000,66.77
90000,66.203
95000,59.764
100000,54.719
105000,61.72
110000,66.548
115000,53.451
120000,58.052
125000,67.27
130000,55.866
135000,66.773
140000,62.743
145000,55.966
150000,49.003
155000,61.431
160000,59.223
165000,61.907
170000,65.714
175000,66.61
180000,57.626
185000,58.13
190000,61.314
195000,52.021
200000,57.759
205000,69.908
210000,54.857
215000,58.351
220000,61.761
225000,52.073
230000,60.053
235000,48.015
240000,55.083
245000,67.055
250000,55.02
255000,58.043
260000,62.562
265000,64.571
270000,60.119
275000,59.309
280000,54.784
285000,57.183
290000,55.036
295000,73.907
300000,55.955
305000,53.696
310000,64.221
315000,55.636
320000,57.329
325000,60.607
330000,48.012
335000,56.555
340000,53.21
345000,55.302
350000,76.741
355000,59.781
360000,62.967
365000,63.644
370000,59.03
375000,54.048
380000,56.377
385000,74.272
390000,58.161
395000,62.594
400000,58.402
405000,64.728
410000,56.744
415000,60.568
420000,54.535
425000,50.606
430000,65.309
435000,67.67
440000,54.439
445000,78.63
450000,70.781
455000,56.328
460000,61.446
465000,53.866
470000,61.306
475000,59.302
480000,62.146
485000,63.619
490000,58.103
495000,56.059
500000,55.431
505000,69.577
510000,57.451
515000,56.872
520000,56.162
525000,60.592
530000,56.437
535000,58.572
540000,57.543
545000,60.121
550000,58.458
555000,62.673
560000,72.554
565000,59.906
570000,62.39
575000,62.262
580000,55.878
585000,69.428
590000,57.292
595000,71.181
600000,66.327
605000,54.206
610000,68.911
615000,69.13
620000,68.517
625000,59.541
630000,56.785
635000,59.772
640000,65.321
645000,58.404
650000,54.586
655000,52.22
660000,58.586
665000,60.211
670000,61.288
675000,62.524
680000,62.283
685000,58.377
690000,58.75
695000,64.407
700000,68.283
705000,57.782
710000,58.584
715000,58.648
720000,59.846
725000,60.926
730000,57.79
735000,57.092
740000,66.053
745000,68.045
750000,62.074
755000,55.796
760000,64.329
765000,55.085
770000,60.16
775000,55.001
780000,59.344
785000,58.586
790000,60.514
795000,52.67
800000,57.749
805000,72.577
810000,56.615
815000,64.344
820000,68.116
825000,65.942
830000,72.262
835000,66.642
840000,65.798
845000,62.135
850000,60.198
855000,58.283
860000,62.454
865000,57.978
870000,57.843
875000,62.612
880000,65.33
885000,58.306
890000,60.061
895000,63.006
900000,64.443
905000,59.012
910000,52.621
915000,58.496
920000,56.129
925000,61.813
930000,56.473
935000,71.364
940000,56.038
945000,59.205
950000,57.191
955000,61.059
960000,72.538
965000,59.601
970000,56.476
975000,55.807
980000,65.566
985000,65.106
990000,61.993
995000,54.614
1000000,59.033
