step,norm_score
5000,24.621
10000,40.435
15000,57.424
20000,69.319
25000,53.235
30000,61.357
35000,58.445
40000,48.22
45000,45.331
50000,64.087
55000,48.708
60000,48.504
65000,59.394
70000,38.484
75000,50.13
80000,35.433
85000,36.65
90000,35.32
95000,35.438
100000,33.28
105000,34.989
110000,38.957
115000,51.314
120000,33.524
125000,33.438
130000,36.59
135000,35.036
140000,47.989
145000,35.796
150000,34.543
155000,35.921
160000,35.589
165000,36.915
170000,40.748
175000,35.814
180000,39.696
185000,35.823
190000,53.881
195000,50.299
200000,49.141
205000,39.683
210000,39.093
215000,42.969
220000,45.607
225000,59.42
230000,49.354
235000,48.134
240000,47.236
245000,45.688
250000,41.806
255000,47.363
260000,42.864
265000,38.651
270000,37.342
275000,47.195
280000,65.42
285000,48.713
290000,41.559
295000,48.504
300000,48.939
305000,46.733
310000,63.036
315000,53.524
320000,59.683
325000,45.461
330000,45.506
335000,54.144
340000,49.854
345000,61.143
350000,60.656
355000,55.652
360000,60.504
365000,58.081
370000,48.115
375000,46.12
380000,59.303
385000,49.338
390000,50.682
395000,42.605
400000,52.704
405000,58.132
410000,51.478
415000,45.725
420000,58.076
425000,49.751
430000,46.152
435000,50.467
440000,46.976
445000,47.702
450000,48.396
455000,47.33
460000,55.288
465000,54.206
470000,47.905
475000,49.039
480000,48.336
485000,49.844
490000,47.909
495000,51.756
500000,50.317
505000,46.523
510000,49.366
515000,56.518
520000,47.722
525000,52.031
530000,46.609
535000,55.154
540000,59.695
545000,73.437
550000,49.298
555000,55.392
560000,61.615
565000,45.093
570000,59.899
575000,52.926
580000,47.999
585000,50.808
590000,66.43
595000,62.752
600000,57.787
605000,58.034
610000,62.395
615000,59.715
620000,58.048
625000,65.067
630000,39.446
635000,50.926
640000,52.37
645000,44.207
650000,55.274
655000,53.776
660000,53.365
665000,49.584
670000,44.107
675000,51.833
680000,53.839
685000,57.642
690000,45.236
695000,65.925
700000,51.606
705000,54.478
710000,48.527
715000,62.865
720000,55.419
725000,49.718
730000,52.79
735000,63.335
740000,44.464
745000,45.472
750000,54.51
755000,52.472
760000,46.269
765000,44.196
770000,47.349
775000,50.631
780000,42.674
785000,41.412
790000,43.795
795000,52.316
800000,45.253
805000,60.433
810000,49.97
815000,53.185
820000,52.183
825000,49.859
830000,47.877
835000,61.202
840000,54.058
845000,56.424
850000,46.517
855000,65.978
860000,45.644
865000,58.107
870000,47.183
875000,55.502
880000,52.793
885000,52.046
890000,44.369
895000,52.236
900000,48.773
905000,43.877
910000,45.908
915000,46.623
920000,48.709
925000,54.931
930000,44.154
935000,51.286
940000,49.732
945000,54.455
950000,55.694
955000,46.811
960000,57.615
965000,51.42
970000,53.49
975000,51.796
980000,50.619
985000,54.96
990000,49.428
995000,55.871
1000000,50.277
